Id,x1,x2,x3,x4,x5,y
71,204,0,197,0,0.002203232120129627,1
72,0,0,0,0,0.0,1
73,2,0,2,0,5.381045268043317e-06,1
74,7,0,6,0,0.0043559427504667085,1
75,2,0,1,0,3.92393067984061e-06,1
76,2,0,1,0,4.9939573116529e-06,1
77,0,0,0,0,0.0,1
78,4,0,1,0,0.0030097817908201654,1
79,110,488,102,72,0.018581314878892734,1
80,56,0,65,0,0.029030992546096507,1
81,0,0,1,0,0.010416666666666666,1
82,44,0,44,0,0.026455026455026454,1
83,18,0,20,0,0.00048271867155821587,1
84,13,0,13,0,0.0003667757589436858,1
85,4,0,4,0,0.00018826187226431967,1
86,0,0,0,0,0.0,1
87,46,0,46,0,9.416694622478827e-05,1
88,0,0,0,0,0.0,1
89,15,0,15,0,0.001434445825762647,1
90,11,0,11,0,0.018258426966292134,1
91,23,0,22,0,0.006804733727810651,1
92,91,0,81,0,0.02240037726951191,1
93,49,0,51,0,0.01567301782421635,1
94,22,11,18,9,0.01458966565349544,1
95,26,0,26,0,0.0002905709719599012,1
96,1,0,1,0,0.0001450747134774409,1
97,4,0,4,0,0.007518796992481203,1
98,14,0,14,0,0.00017984225265267321,1
99,92,0,94,0,0.005,1
100,2,0,3,0,0.0017006802721088435,1
101,82,0,83,0,0.011089108910891089,1
102,3,0,3,0,2.5136154168412233e-05,1
103,34,0,34,0,0.005170316301703163,1
104,10,0,17,0,4.1244917170501636e-05,1
105,29,0,28,0,0.0007989420904733043,1
106,1,0,1,0,6.081615277017576e-05,1
107,10,0,10,0,0.0004493170381020848,1
108,7,9,1,1,0.0026389866291344124,1
109,1,0,1,0,0.00010915838882218098,1
110,41,0,42,0,0.002404258973037953,1
111,11,0,11,0,0.0003116941996543028,1
112,1,0,1,0,2.723904990193942e-05,1
113,0,0,0,0,0.0,1
114,9,0,8,0,0.0009620523784072689,1
115,3,0,2,0,0.002749770852428964,1
116,2,0,2,0,0.00021798365122615803,1
117,0,0,0,0,0.0,1
118,80,0,85,0,0.0023351136504782015,1
119,2,0,2,0,0.0027137042062415195,1
120,5,0,6,0,9.700261907071492e-05,1
121,23,0,23,0,0.0011118093488664378,1
122,0,0,1,0,0.00010683760683760684,1
123,0,0,0,0,0.0,1
124,0,0,0,0,0.0,1
125,21,0,21,0,0.0031038374717832955,1
126,1,0,1,0,0.02040816326530612,1
127,0,0,0,0,0.0,1
128,3,0,4,0,0.015748031496062992,1
129,81,19,77,2,0.010558069381598794,1
130,2,0,4,0,1.4715945462706115e-05,1
131,0,0,0,0,0.0,1
132,0,0,0,0,0.0,1
133,526,18365,528,532,0.14525183838064362,1
134,1,0,1,0,0.00016877637130801687,1
135,4,0,6,0,2.20735121533079e-05,1
136,0,0,0,0,0.0,1
137,52,0,52,0,0.0018213058419243985,1
138,1,0,2,0,0.010238907849829351,1
139,2,0,2,0,3.760883055341394e-05,1
140,62,0,59,0,0.014469078179696617,1
141,50,0,53,0,0.0006626148151533154,1
142,41,0,41,0,0.0003723312476729297,1
143,0,0,0,0,0.0,1
144,0,0,0,0,0.0,1
145,27,0,23,0,0.0009611277231952157,1
146,181,0,180,0,0.005752423327506754,1
147,1,0,1,0,2.6919349628512974e-05,1
148,8,0,9,0,2.4969225429657947e-05,1
149,0,0,0,0,0.0,1
150,4,0,4,0,0.005518763796909493,1
151,105,0,107,0,0.006909113749136361,1
152,7,0,7,0,0.0006915629322268327,1
153,41,0,41,0,0.0019286856712766958,1
154,42,0,49,0,0.007756748371082842,1
155,19,0,19,0,0.00031060469830475226,1
156,9,0,9,0,6.520463387598079e-05,1
157,73,0,72,0,0.010232688533781889,1
158,61,0,61,0,0.0035180806274871675,1
159,7,0,7,0,0.001637043966323667,1
160,6,0,3,0,0.00545950864422202,1
161,3,0,0,0,0.0024096385542168677,1
162,155,0,156,0,0.0017428220310579823,1
163,26,0,25,0,0.0006264355815410315,1
164,2,1,1,0,0.0017172295363480253,1
165,10,0,11,0,0.0003103749894190345,1
166,0,0,0,0,0.0,1
167,4,0,4,0,0.0040941658137154556,1
168,6,0,6,0,0.00019508388607101054,1
169,1,0,1,0,1.0143325184862101e-05,1
170,0,0,0,0,0.0,1
171,120,0,121,0,0.0061471245681772,1
172,2,0,2,0,4.206895101070655e-05,1
173,3,0,3,0,0.0002867520550563946,1
174,36,0,36,0,0.00046524250765711626,1
175,0,0,0,0,0.0,1
176,0,0,0,0,0.0,1
177,9,0,9,0,0.00014712854130225107,1
178,41,0,33,0,0.00137054989135885,1
179,34,0,41,0,0.0011823057846473267,1
180,9,0,8,0,0.0017602190494817134,1
181,47,0,47,0,0.0006532132532799644,1
182,0,0,0,0,0.0,1
183,1,0,1,0,1.3112037112309842e-06,1
184,0,0,0,0,0.0,1
185,2,0,2,0,7.020746305332257e-05,1
186,0,0,0,0,0.0,1
187,1,0,1,0,8.561717137989195e-06,1
188,8,0,9,0,0.000149524015218222,1
189,1,0,1,0,0.0006273525721455458,1
190,0,0,0,0,0.0,1
191,7,0,7,0,0.00019924287706714485,1
192,9,0,9,0,0.0003406639161209735,1
193,0,0,0,0,0.0,1
194,200,0,170,0,0.0034009091210723645,1
195,0,0,0,0,0.0,1
196,0,0,0,0,0.0,1
197,154,0,156,0,0.0014458638595748808,1
198,0,0,0,0,0.0,1
199,16,0,11,0,0.013412816691505217,1
200,26,0,24,0,0.0003026000325876958,1
201,39,0,31,0,0.007962711206059429,1
202,10,0,16,0,0.01145311381531854,1
203,27,51,25,22,0.016723281944081524,1
204,0,0,0,0,0.0,1
205,0,0,0,0,0.0,1
206,6,0,7,0,0.0024013722126929675,1
207,0,0,0,0,0.0,1
208,11,0,11,0,0.0017764857881136951,1
209,0,0,0,0,0.0,1
210,0,0,0,0,0.0,1
211,2,0,2,0,0.002352941176470588,1
212,1,0,2,0,2.3563509549112246e-05,1
213,46,0,45,0,0.003765723900328499,1
214,84,0,84,0,0.005835106748129333,1
215,3,0,2,0,0.0007991475759190197,1
216,1,0,1,0,0.0015873015873015873,1
217,54,0,51,0,0.0004622891875695574,1
218,5,0,4,0,0.011037527593818985,1
219,74,0,72,0,0.003643606684803731,1
220,135,0,149,0,0.008947617918938137,1
221,183,108,96,23,0.0464908359409924,1
222,0,0,0,0,0.0,1
223,137,0,125,0,0.015496911847276812,1
224,0,0,0,0,0.0,1
225,127,0,128,0,0.010013972985561248,1
226,76,0,76,0,0.00126776539667712,1
227,11,0,12,0,0.0016429353778751369,1
228,2,0,2,0,0.0005305039787798408,1
229,8,0,8,0,0.0009163802978235968,1
230,0,0,0,0,0.0,1
231,2,0,2,0,0.0003714710252600297,1
232,1,0,6,0,0.019337016574585635,1
233,3,0,1,0,0.007211538461538462,1
234,57,0,53,0,0.028942115768463075,1
235,0,0,0,0,0.0,1
236,81,0,70,0,0.0008300519288584762,1
237,10,0,11,0,0.0017413329111920215,1
238,142,0,144,0,0.01741443947272947,1
239,7,0,7,0,0.0002533386413810575,1
240,112,0,112,0,0.008605851979345954,1
241,3,0,2,0,0.0022304832713754648,1
242,64,0,62,0,0.000627383321406515,1
243,0,0,0,0,0.0,1
244,4,0,2,0,0.00294811320754717,1
245,45,0,45,0,0.0025690079256627495,1
246,20,0,21,0,0.0001983377408386853,1
247,5,0,5,0,0.001556178026766262,1
248,4,0,6,0,5.292825574933178e-05,1
249,61,0,61,0,0.005484625067433915,1
250,2,0,1,0,0.00333889816360601,1
251,35,0,34,0,0.00261799685840377,1
252,9,0,10,0,1.9619268475955605e-05,1
253,4,8,3,2,0.012552301255230125,1
254,1,0,1,0,8.356313194618534e-05,1
255,219,2147,228,213,0.03750906641798777,1
256,9,0,7,0,8.328166785420157e-05,1
257,0,0,0,0,0.0,1
258,31,0,31,0,0.00039337106311702154,1
259,0,0,0,0,0.0,1
260,3,0,3,0,0.00036227508754981284,1
261,18,0,45,0,0.0387263339070568,1
262,8,0,7,0,8.100281484781597e-05,1
263,0,0,0,0,0.0,1
264,71,0,77,0,0.012312549329123915,1
265,19,0,21,0,0.002190694763196328,1
266,5,0,4,0,0.00026161573880284636,1
267,11,0,10,0,0.001251991805144548,1
268,2,0,3,0,0.007125890736342043,1
269,3,0,2,0,0.016304347826086956,1
270,4,0,6,0,0.0002332555814728424,1
271,5,0,5,0,0.0006253908692933083,1
272,0,0,0,0,0.0,1
273,17,0,22,0,0.000622882200518238,1
274,0,0,0,0,0.0,1
275,14,0,14,0,0.003283302063789869,1
276,5,3,2,0,0.00046929078430222324,1
277,17,0,17,0,0.0006154514517413656,1
278,340,1886,286,385,0.018651418415740213,1
279,0,0,0,0,0.0,1
280,0,0,0,0,0.0,1
281,20,0,20,0,0.008329862557267805,1
282,6,0,5,0,0.0007230657989877079,1
283,0,0,0,0,0.0,1
284,0,0,0,0,0.0,1
285,2,0,2,0,0.00022333891680625348,1
286,55,0,61,0,0.036741214057507986,1
287,10,0,10,0,0.0006847439057792385,1
288,87,0,93,0,0.0027458738079069356,1
289,2,0,2,0,8.938946992044337e-05,1
290,67,108,57,55,0.09308072487644152,1
291,0,0,0,0,0.0,1
292,3,0,3,0,5.885907567707557e-06,1
293,18,0,18,0,0.00030277034869051825,1
294,0,0,0,0,0.0,1
295,0,0,0,0,0.0,1
296,6,0,16,0,0.03773584905660377,1
297,0,0,0,0,0.0,1
298,17,0,17,0,0.00017623702843636287,1
299,0,0,0,0,0.0,1
300,9,0,9,0,6.520321669202347e-05,1
301,77,0,78,0,0.0012378201669470278,1
302,41,0,41,0,0.001927869469130578,1
303,6,0,11,0,0.04435483870967742,1
304,8,90,9,11,0.10326086956521739,1
305,64,0,67,0,0.0020698965051747413,1
306,0,0,1,0,0.00390625,1
307,4,0,4,0,0.0004743833017077799,1
308,6,0,5,0,0.007194244604316547,1
309,1,0,1,0,2.49697865582645e-06,1
310,2,0,2,0,0.0041841004184100415,1
311,112,2134,103,106,0.06522733510200347,1
312,28,0,28,0,0.004089382211187382,1
313,81,0,80,0,0.0012842531990283,1
314,44,0,38,0,0.008776206728425159,1
315,0,0,0,0,0.0,1
316,7,0,7,0,0.000401652513197154,1
317,0,0,1,0,3.6790134357570674e-06,1
318,0,0,0,0,0.0,1
319,0,0,0,0,0.0,1
320,1,0,0,0,1.961973038566504e-06,1
321,9,0,9,0,8.173793003233189e-05,1
322,64,0,64,0,0.0005746971615348006,1
323,18,0,18,0,0.00022298637435891417,1
324,0,0,0,0,0.0,1
325,0,0,0,0,0.0,1
326,26,0,26,0,0.00034533138531013416,1
327,70,0,89,0,0.01644797634448346,1
328,29,0,29,0,0.0006045823170096107,1
329,2,0,3,0,0.0003204101249599487,1
330,2,0,1,0,0.0036231884057971015,1
331,18,0,18,0,0.008126777732629013,1
332,8,0,8,0,2.1523833610004278e-05,1
333,2,0,2,0,0.0006749156355455568,1
334,2,0,2,0,4.9939573116529e-06,1
335,42,0,41,0,0.0004215768936645817,1
336,3,0,3,0,0.0002321622039931899,1
337,26,0,27,0,0.007832898172323759,1
338,34,0,33,0,0.00048826800488268007,1
339,9,0,10,0,0.0030138637733574444,1
340,2,0,2,0,0.0007665772326561902,1
341,1,0,2,0,0.00904977375565611,1
342,33,0,31,0,0.0008528013231341741,1
343,0,0,0,0,0.0,1
344,41,0,41,0,0.0005298526751098475,1
345,10,0,10,0,0.0015375153751537515,1
346,48,0,48,0,0.0007638933095677638,1
347,199,66,108,13,0.03994058425482753,1
348,37,0,37,0,0.0006159531875577456,1
349,0,0,0,0,0.0,1
350,4,0,5,0,0.013333333333333334,1
351,45,0,45,0,0.0011616800474998064,1
352,1,0,1,0,0.0011299435028248588,1
353,72,0,72,0,0.0024507335414778258,1
354,0,0,0,0,0.0,1
355,47,0,38,0,0.01493411420204978,1
356,13,0,14,0,0.001300148588410104,1
357,8,113,6,72,0.0001690803210166839,1
358,0,0,0,0,0.0,1
359,8,0,8,0,0.0011811023622047244,1
360,41,0,41,0,0.0018085575650639613,1
361,12,0,12,0,0.00019825535289452815,1
362,52,389,30,35,0.018464160590853138,1
363,27,0,30,0,0.0019740738303612557,1
364,3,0,4,0,0.0002761858730925913,1
365,0,0,0,0,0.0,1
366,0,0,0,0,0.0,1
367,0,0,0,0,0.0,1
368,30,0,30,0,0.008443568815085843,1
369,114,0,112,0,0.014570179698882952,1
370,35,51,27,27,0.059085841694537344,1
371,27,0,27,0,0.0009777649018613747,1
372,1,0,1,0,1.8803708091235592e-05,1
373,10,0,10,0,0.0007032843378577959,1
374,12,0,12,0,0.00019402719614532637,1
375,4,0,4,0,0.010416666666666666,1
376,18,0,20,0,0.00018524726098692682,1
377,1,0,0,0,0.0001318217769575534,1
378,1,0,1,0,5.0965801946893634e-05,1
379,39,0,44,0,0.00038813027063265234,1
380,53,0,63,0,0.004717687584244421,1
381,7,0,6,0,0.004060324825986079,1
382,139,0,141,0,0.009986130374479889,1
383,22,0,21,0,0.00147186726433398,1
384,0,0,0,0,0.0,1
385,3,0,5,0,0.00025483117434699513,1
386,0,0,1,0,0.002652519893899204,1
387,44,0,45,0,0.0005028663381273258,1
388,0,0,0,0,0.0,1
389,0,0,0,0,0.0,1
390,86,0,79,0,0.015011727912431588,1
391,3,0,3,0,2.6465528648934763e-05,1
392,59,0,60,0,0.0010328977947632082,1
393,94,0,89,0,0.024904701397712833,1
394,0,0,0,0,0.0,1
395,0,0,0,0,0.0,1
396,23,0,23,0,0.0020642613534374438,1
397,23,0,20,0,0.012756516916250694,1
398,52,0,52,0,0.0004994312033517383,1
399,1,0,1,0,1.3112019919780661e-06,1
400,16,0,16,0,0.00020677177565262342,1
401,13,0,11,0,0.00012746972594008922,1
402,0,0,0,0,0.0,1
403,0,0,1,0,1.961965339920305e-06,1
404,23,0,20,0,0.00043082456074626307,1
405,5,12,7,9,0.008974358974358974,1
406,2,0,2,0,1.6845651716150768e-05,1
407,87,0,86,0,0.0007373889726830903,1
408,86,0,87,0,0.008238636363636363,1
409,9,0,11,0,0.021484375,1
410,17,0,16,0,0.00042353879117046193,1
411,53,0,42,0,0.059447983014861996,1
412,9,0,9,0,0.00014551804423748544,1
413,58,0,65,0,0.0005821594587681154,1
414,1,0,1,0,0.0002740476842970677,1
415,15,0,20,0,0.0175,1
416,34,64,35,32,0.017665130568356373,1
417,0,0,1,0,3.6790540416248173e-06,1
418,123,0,125,0,0.008579088471849867,1
419,0,0,0,0,0.0,1
420,0,0,0,0,0.0,1
421,3,0,3,0,0.0014457831325301205,1
422,0,0,0,0,0.0,1
423,36,0,36,0,0.0004371266210112196,1
424,0,0,0,0,0.0,1
425,1,0,1,0,1.961969189235852e-06,1
426,72,0,68,0,0.0008451398589085958,1
427,13,0,13,0,0.0005064671965092722,1
428,113,0,110,0,0.0037735849056603774,1
429,0,0,0,0,0.0,1
430,149,410,162,161,0.06775446775446775,1
431,6,0,6,0,7.867150059331424e-06,1
432,41,0,37,0,0.0015402532025996468,1
433,3,0,3,0,0.00014419610670511897,1
434,26,0,24,0,0.004631278945493409,1
435,62,0,61,0,0.0005630732903460176,1
436,64,0,70,0,0.022087745839636914,1
437,3,0,2,0,0.010224948875255624,1
438,5,0,4,0,0.00015587492595941016,1
439,5,0,4,0,1.2484675061362178e-05,1
440,86,0,78,0,0.013450834879406308,1
441,17,0,17,0,0.0028011204481792717,1
442,0,0,0,0,0.0,1
443,4,0,3,0,0.001564945226917058,1
444,14,0,10,0,0.02122347066167291,1
445,70,0,59,0,0.0016378100140383716,1
446,0,0,0,0,0.0,1
447,0,0,2,0,4.85290834797294e-06,1
448,0,0,0,0,0.0,1
449,4,0,4,0,5.313002244743448e-05,1
450,0,0,0,0,0.0,1
451,2,0,0,0,0.010101010101010102,1
452,0,0,0,0,0.0,1
453,11,0,11,0,0.0004943598040537504,1
454,30,0,28,0,0.0018900134129984148,1
455,17,0,17,0,0.00020642341084330034,1
456,42,215,46,67,0.04279069767441861,1
457,50,164,53,60,0.01584871679423683,1
458,14,0,14,0,0.007349338559529643,1
459,9,0,12,0,0.013824884792626729,1
460,0,0,0,0,0.0,1
461,8,0,6,0,0.0011906533710373567,1
462,0,0,0,0,0.0,1
463,42,0,41,0,0.00149402390438247,1
464,0,0,0,0,0.0,1
465,0,0,0,0,0.0,1
466,15,0,14,0,0.0004970673029128144,1
467,35,0,39,0,0.002468373958654736,1
468,136,428,396,338,0.008513765617050145,1
469,0,0,0,0,0.0,1
470,70,0,94,0,0.008498327456830304,1
471,108,0,103,0,0.012338754907459339,1
472,2,0,2,0,2.6224074224619685e-06,1
473,8,0,8,0,0.007240547063555913,1
474,3,0,4,0,5.244794213943023e-06,1
475,16,154,6,13,0.0597532767925983,1
476,11,0,11,0,0.0001291443599135907,1
477,65,0,65,0,0.0007911576497963932,1
478,27,90,36,34,0.11551155115511551,1
479,24,0,25,0,0.002499500099980004,1
480,49,0,44,0,0.0008236124651225334,1
481,134,0,135,0,0.005442176870748299,1
482,57,0,29,0,0.013264388489208634,1
483,65,0,65,0,0.001822583716438617,1
484,13,0,13,0,0.00015784552993601184,1
485,0,0,0,0,0.0,1
486,1,0,1,0,4.8088482808367394e-05,1
487,3,0,4,0,3.3689317117542026e-05,1
488,0,0,0,0,0.0,1
489,7,0,7,0,0.011884550084889643,1
490,91,0,89,0,0.0020806006603645575,1
491,1,0,1,0,1.1781615966445958e-05,1
492,54,0,56,0,0.0015785764622973926,1
493,14,0,15,0,0.0016849199663016006,1
494,0,0,1,0,0.007042253521126761,1
495,6,0,6,0,0.0009441384736428009,1
496,0,0,0,0,0.0,1
497,5,0,5,0,3.622374683947809e-05,1
498,0,0,0,0,0.0,1
499,0,0,0,0,0.0,1
500,39,67,42,38,0.08444902162718847,1
501,17,0,24,0,0.0009102286949596086,1
502,64,290,67,123,0.022239702517162473,1
503,26,0,23,0,0.034324942791762014,1
504,18,0,21,0,0.011152416356877323,1
505,51,0,53,0,0.0012023047956081848,1
506,2,0,2,0,0.004210526315789474,1
507,3,0,3,0,4.8847205939820246e-05,1
508,8,0,6,0,8.11441322649356e-05,1
509,0,0,0,0,0.0,1
510,0,0,0,0,0.0,1
511,44,0,45,0,0.0004041347475055905,1
512,15,0,15,0,0.0005037106685919608,1
513,11,0,5,0,0.007986309184255563,1
514,0,0,0,0,0.0,1
515,0,0,0,0,0.0,1
516,51,48,118,36,0.04640953276889307,1
517,1,0,1,0,2.0166169234492217e-05,1
518,25,0,24,0,0.0003628605019086462,1
519,28,24,40,18,0.09628378378378379,1
520,0,0,0,0,0.0,1
521,3,0,2,0,0.004010695187165776,1
522,0,0,0,0,0.0,1
523,19,0,19,0,0.00015921832183888782,1
524,1,0,4,0,0.0020942408376963353,1
525,53,0,53,0,0.0005673728496033742,1
526,4,0,4,0,6.366081517673834e-05,1
527,7,0,6,0,1.883355709392833e-05,1
528,6,0,5,0,8.708778448676266e-05,1
529,14,0,15,0,0.00021771630114518774,1
530,2,0,2,0,1.68449423060726e-05,1
531,24,0,22,0,0.014328358208955224,1
532,25,0,24,0,0.001741068319520858,1
533,1,0,1,0,0.00013561160835367508,1
534,50,0,110,0,0.05432692307692308,1
535,1,0,0,0,0.0010309278350515464,1
536,2,0,1,0,0.017964071856287425,1
537,34,0,34,0,0.0002996498377610164,1
538,68,0,65,0,0.0015417053982361077,1
539,0,0,0,0,0.0,1
540,84,0,83,0,0.022930943595150237,1
541,0,0,0,0,0.0,1
542,2,0,3,0,0.0023166023166023165,1
543,12,0,11,0,0.001114620100315809,1
544,10,0,10,0,0.0001634761570025012,1
545,1,0,1,0,1.3112019919780661e-06,1
546,9,0,9,0,0.0010990352912443521,1
547,0,0,0,0,0.0,1
548,1,0,0,0,0.0009017132551848512,1
549,0,0,0,0,0.0,1
550,0,0,0,0,0.0,1
551,17,27,8,8,0.00878620240807029,1
552,0,0,0,0,0.0,1
553,0,0,0,0,0.0,1
554,0,0,0,0,0.0,1
555,83,0,82,0,0.0019911094647156883,1
556,102,0,102,0,0.003724122823031144,1
557,46,0,46,0,0.007182151589242054,1
558,317,0,309,0,0.012735039322927064,1
559,11,0,11,0,0.002250140633789612,1
560,16,0,15,0,0.026813880126182965,1
561,0,0,0,0,0.0,1
562,3,0,0,0,1.9101831865675918e-05,1
563,118,715,114,101,0.044054978692755535,1
564,6,0,5,0,0.00022280812506962755,1
565,35,0,45,0,0.03220035778175313,1
566,0,0,0,0,0.0,1
567,36,112,38,37,0.02370312803574898,1
568,0,0,0,0,0.0,1
569,200,0,204,0,0.0024735367938598088,1
570,3,0,2,0,0.0009011715229798738,1
571,0,0,0,0,0.0,1
572,18,0,18,0,0.0003136762860727729,1
573,8,0,6,0,0.0002847583113832135,1
574,0,0,0,0,0.0,1
575,6,0,5,0,7.86720163637794e-06,1
576,11,0,10,0,9.218211834507956e-05,1
577,112,0,131,0,0.036887452880990844,1
578,0,0,0,0,0.0,1
579,1,0,0,0,1.961969189235852e-06,1
580,0,0,0,0,0.0,1
581,1,0,1,0,2.426424735944328e-06,1
582,1,0,1,0,1.3112037112309842e-06,1
583,29,37,38,40,0.06712328767123288,1
584,0,0,1,0,0.0017482517482517483,1
585,2,0,5,0,0.000825218682950982,1
586,7,0,6,0,5.993150684931507e-05,1
587,8,0,8,0,8.100281484781597e-05,1
588,38,0,38,0,0.0006210977084763492,1
589,18,0,19,0,0.0011836531273361575,1
590,18,0,18,0,0.0001765034663319638,1
591,6,0,6,0,0.00020154517971111857,1
592,2,0,2,0,0.0010314595152140279,1
593,75,0,79,0,0.008286720530350114,1
594,3,0,3,0,0.00023614609571788412,1
595,0,0,0,0,0.0,1
596,8,0,12,0,0.01092896174863388,1
597,11,0,10,0,0.015665796344647518,1
598,46,0,46,0,0.001349384839264453,1
599,2,0,5,0,0.007322175732217573,1
600,17,0,19,0,0.013456090651558074,1
601,103,0,108,0,0.004747461426875907,1
602,2,0,2,0,3.233838890146493e-05,1
603,104,0,102,0,0.008758758758758759,1
604,99,0,102,0,0.0017561983471074381,1
605,0,0,0,0,0.0,1
606,34,0,33,0,0.0005535836399752516,1
607,22,37,24,18,0.06397774687065369,1
608,0,0,0,0,0.0,1
609,32,0,32,0,0.00041102048680238904,1
610,11,0,8,0,0.0005784602440050484,1
611,0,0,0,0,0.0,1
612,0,0,1,0,2.6905298729531796e-06,1
613,8,0,8,0,0.0004985355518165389,1
614,39,0,40,0,0.0002897878752752985,1
615,5,0,5,0,0.00847457627118644,1
616,0,0,0,0,0.0,1
617,30,0,56,0,0.01977401129943503,1
618,0,0,0,0,0.0,1
619,29,20,121,2,0.030897703549060542,1
620,0,0,0,0,0.0,1
621,6,0,4,0,0.0017128175849272054,1
622,35,0,35,0,0.0012806439809732895,1
623,329,12940,333,333,0.14067822351435205,1
624,10,0,9,0,2.4969350122724356e-05,1
625,59,0,58,0,0.0013734984635440917,1
626,81,0,81,0,0.004293868146829345,1
627,2,0,1,0,4.235672836630099e-05,1
628,107,704,109,89,0.006462327470484976,1
629,5,0,5,0,0.00030095100517635727,1
630,46,0,44,0,0.0008979464355430624,1
631,16,0,16,0,0.0048265460030165915,1
632,3,0,4,0,0.00029960623180962163,1
633,93,0,95,0,0.005465424001840985,1
634,1,0,1,0,1.4528126452812645e-05,1
635,7,0,5,0,0.00034143010438006046,1
636,371,2094,374,371,0.07522155517438536,1
637,75,0,77,0,0.004307759419815693,1
638,0,0,0,0,0.0,1
639,42,0,39,0,0.0006750604414581306,1
640,7,25,6,5,0.0011219436706901887,1
641,46,103,45,69,0.00865296613694983,1
642,36,0,36,0,0.000437078856310326,1
643,1,0,14,0,0.046511627906976744,1
644,46,0,47,0,0.010738549200087662,1
645,21,53,22,25,0.058,1
646,41,0,58,0,0.0016629086809470124,1
647,0,0,0,0,0.0,1
648,45,0,45,0,0.001280373299948785,1
649,1,0,0,0,1.5220236826885026e-05,1
650,9,0,7,0,0.03115264797507788,1
651,7,0,11,0,0.049773755656108594,1
652,0,0,0,0,0.0,1
653,65,0,51,0,0.01241068070703272,1
654,60,0,59,0,0.0007706337177939325,1
655,40,0,39,0,0.0004146581661742601,1
656,4,0,4,0,5.13663447709061e-05,1
657,1,0,1,0,6.212723658051689e-05,1
658,0,0,0,0,0.0,1
659,0,0,0,0,0.0,1
660,3,0,4,0,0.00021534320323014804,1
661,2,0,2,0,0.001152073732718894,1
662,11,0,11,0,0.1348314606741573,1
663,3,0,3,0,2.6465295176258864e-05,1
664,17,0,33,0,0.013687266694317711,1
665,37,0,37,0,0.00043436916683297917,1
666,23,0,19,0,4.51230781002007e-05,1
667,9,0,7,0,0.0005490483162518302,1
668,1,0,3,0,0.008174386920980926,1
669,0,0,0,0,0.0,1
670,165,0,163,0,0.005950234403173459,1
671,2,0,2,0,4.357963088052644e-05,1
672,0,0,1,0,3.6790540416248173e-06,1
673,117,0,119,0,0.008187772925764192,1
674,0,0,0,0,0.0,1
