x1,x2,x3,x4,x5,x6,x7,y,x8,x9
0,0,0,0,0,227,1,0,0.0,0.0
0,0,0,0,0,5,2,0,0.0,0.0
0,0,0,0,0,37,1,0,0.0,0.0
0,0,0,0,0,293,1,0,0.0,0.0
0,0,0,0,0,2720,1,0,0.0,0.0
0,0,0,0,0,197,1,0,0.0,0.0
0,0,0,0,0,117,4,0,0.0,0.0
0,0,0,0,0,677,1,0,0.0,0.0
0,0,0,0,0,254,10,0,0.0,0.0
0,0,1,0,1,196,12,0,0.09335719680544645,0.0028653295128939827
1,0,1,0,1,878,7,0,0.08433243764995596,0.0011074197120708748
1,0,1,0,1,786,6,0,0.07727127751768834,0.0011668611435239206
0,0,0,0,0,54,2,0,0.0,0.0
0,0,0,0,0,89,1,0,0.0,0.0
2,0,1,0,2,571,5,0,0.1515279148116544,0.003472222222222222
0,0,0,0,0,2,1,0,0.0,0.0
0,0,0,0,0,21,1,0,0.0,0.0
0,0,0,0,0,829,1,0,0.0,0.0
0,0,0,0,0,24,1,0,0.0,0.0
0,0,0,0,0,70,1,0,0.0,0.0
0,0,0,0,0,18,1,0,0.0,0.0
0,0,0,0,0,103,2,0,0.0,0.0
0,0,0,0,0,8,1,0,0.0,0.0
0,0,0,0,0,11317,1,0,0.0,0.0
0,0,0,0,0,12,1,0,0.0,0.0
0,0,0,0,0,70,3,0,0.0,0.0
1,0,0,0,1,146,1,0,0.07378498417031162,0.006711409395973154
0,0,0,0,0,186,1,0,0.0,0.0
0,0,0,0,0,187,1,0,0.0,0.0
0,0,0,0,0,760,1,0,0.0,0.0
0,0,0,0,0,35,2,0,0.0,0.0
0,0,0,0,0,276,2,0,0.0,0.0
0,0,0,0,0,133,1,0,0.0,0.0
0,0,0,0,0,1041,1,0,0.0,0.0
0,0,0,0,0,30,1,0,0.0,0.0
0,0,0,0,0,24,2,0,0.0,0.0
1,0,1,0,1,7542,1,0,0.09575749854628805,0.0001325908247149297
0,0,0,0,0,515,1,0,0.0,0.0
0,0,0,0,0,88,1,0,0.0,0.0
0,0,0,0,0,123,1,0,0.0,0.0
0,0,0,0,0,363,1,0,0.0,0.0
0,0,0,0,0,687,1,0,0.0,0.0
0,0,0,0,0,129,1,0,0.0,0.0
0,0,0,0,0,2434,3,0,0.0,0.0
0,0,0,0,0,31,1,0,0.0,0.0
0,0,0,0,0,323,1,0,0.0,0.0
0,0,0,0,0,6319,2,0,0.0,0.0
0,0,1,0,1,545,3,0,0.07378498417031162,0.0014388489208633096
0,0,0,0,0,86,1,0,0.0,0.0
0,0,0,0,0,380,1,0,0.0,0.0
1,0,1,0,1,114,1,0,0.07378498417031162,0.008064516129032258
1,0,1,0,1,12468,6,0,0.18873916581775485,7.928327915642591e-05
0,0,0,0,0,934,2,0,0.0,0.0
0,0,0,0,0,10,1,0,0.0,0.0
0,0,0,0,0,75,1,0,0.0,0.0
0,0,0,0,0,76,1,0,0.0,0.0
0,0,0,0,0,444,3,0,0.0,0.0
0,0,0,0,0,41,4,0,0.0,0.0
0,0,0,0,0,90,1,0,0.0,0.0
0,0,0,0,0,115,2,0,0.0,0.0
9,0,9,0,9,14528,83,0,0.8499274807983991,0.0006158478171616258
0,0,0,0,0,0,1,0,0.0,0.0
0,0,0,0,0,2,7,0,0.0,0.0
0,0,0,0,0,323,1,0,0.0,0.0
1,0,1,0,1,692,1,0,0.07378498417031162,0.0014265335235378034
0,0,0,0,0,948,1,0,0.0,0.0
0,0,0,0,0,48,2,0,0.0,0.0
0,0,0,0,0,184,4,0,0.0,0.0
0,0,0,0,0,0,2,0,0.0,0.0
0,0,0,0,0,127,1,0,0.0,0.0
0,0,0,0,0,218,1,0,0.0,0.0
0,0,0,0,0,142,1,0,0.0,0.0
0,0,0,0,0,449,2,0,0.0,0.0
0,0,0,0,0,173,1,0,0.0,0.0
0,0,0,0,0,278,6,0,0.0,0.0
0,0,0,0,0,72,3,0,0.0,0.0
0,0,0,0,0,115,1,0,0.0,0.0
0,0,0,0,0,157,1,0,0.0,0.0
0,0,0,0,0,5,1,0,0.0,0.0
3,0,2,0,3,444,108,0,0.2514597993883923,0.0051813471502590676
0,0,0,0,0,36,6,0,0.0,0.0
0,0,0,0,0,3059,1,0,0.0,0.0
0,0,0,0,0,61,1,0,0.0,0.0
0,0,0,0,0,1988,1,0,0.0,0.0
0,0,0,0,0,20,1,0,0.0,0.0
0,0,0,0,0,1,1,0,0.0,0.0
0,0,0,0,0,838,1,0,0.0,0.0
0,0,0,0,0,3189,1,0,0.0,0.0
0,0,0,0,0,512,1,0,0.0,0.0
0,0,0,0,0,170,1,0,0.0,0.0
0,0,0,0,0,1042,3,0,0.0,0.0
0,0,0,0,0,191,1,0,0.0,0.0
0,0,0,0,0,1587,1,0,0.0,0.0
0,0,0,0,0,391,1,0,0.0,0.0
0,0,0,0,0,452,1,0,0.0,0.0
1,0,1,0,1,1954,1,0,0.07718659969289753,0.0005107252298263534
0,0,0,0,0,4180,1,0,0.0,0.0
0,0,0,0,0,60,1,0,0.0,0.0
0,0,0,0,0,168,1,0,0.0,0.0
0,0,0,0,0,197,1,0,0.0,0.0
0,0,0,0,0,32035,5,0,0.0,0.0
0,0,0,0,0,46,1,0,0.0,0.0
0,0,0,0,0,443,1,0,0.0,0.0
1,0,1,0,1,2290,8,0,0.10849145256060007,0.0004226542688081149
0,0,0,0,0,107,1,0,0.0,0.0
0,0,0,0,0,331,2,0,0.0,0.0
0,0,0,0,0,1943,1,0,0.0,0.0
0,0,0,0,0,105,1,0,0.0,0.0
0,0,0,0,0,349,1,0,0.0,0.0
0,0,0,0,0,530,1,0,0.0,0.0
1,0,1,0,1,270,1,0,0.08433243764995596,0.003584229390681004
0,0,0,0,0,216,1,0,0.0,0.0
0,0,0,0,0,52,1,0,0.0,0.0
0,0,0,0,0,75,6,0,0.0,0.0
0,0,0,0,0,433,1,0,0.0,0.0
0,0,0,0,0,19,1,0,0.0,0.0
0,0,0,0,0,78,1,0,0.0,0.0
0,0,0,0,0,2049,1,0,0.0,0.0
0,0,0,0,0,54,5,0,0.0,0.0
1,0,1,0,1,55,3,0,0.07774293064134279,0.016666666666666666
1,0,1,0,1,317,1,0,0.07727127751768834,0.003115264797507788
1,0,1,0,1,98,22,0,0.07378498417031162,0.008333333333333333
0,0,0,0,0,193,1,0,0.0,0.0
1,0,1,0,1,150,22,0,0.09887412013157348,0.005494505494505495
1,0,1,0,1,2940,2,0,0.08553193046674666,0.0002832058906825262
0,0,1,0,1,313,2,0,0.07378498417031162,0.0027855153203342623
1,0,1,0,1,222,16,0,0.10402578159511078,0.004149377593360996
7,0,6,0,7,728,13,0,0.6387940263552201,0.009485094850948507
0,0,0,0,0,83,1,0,0.0,0.0
0,0,0,0,0,13,1,0,0.0,0.0
2,0,0,0,2,129,2,0,0.15105626168799996,0.011494252873563218
0,0,0,0,0,32,17,0,0.0,0.0
0,0,0,0,0,22,2,0,0.0,0.0
0,0,0,0,0,280,12,0,0.0,0.0
0,0,0,0,0,54,1,0,0.0,0.0
0,0,0,0,0,52,1,0,0.0,0.0
0,0,0,0,0,3,1,0,0.0,0.0
0,0,0,0,0,57,1,0,0.0,0.0
0,0,0,0,0,269,7,0,0.0,0.0
0,0,0,0,0,17216,1,0,0.0,0.0
0,0,0,0,0,110,1,0,0.0,0.0
0,0,0,0,0,40,1,0,0.0,0.0
0,0,0,0,0,102,1,0,0.0,0.0
0,0,0,0,0,822,2,0,0.0,0.0
0,0,0,0,0,264,1,0,0.0,0.0
0,0,0,0,0,3665,1,0,0.0,0.0
1,0,1,0,1,191,1,0,0.07378498417031162,0.0031645569620253164
0,0,0,0,0,11,1,0,0.0,0.0
0,0,0,0,0,138,7,0,0.0,0.0
0,0,0,0,0,635,2,0,0.0,0.0
0,0,1,0,1,366,55,0,0.08677710908307149,0.001567398119122257
0,0,0,0,0,182,1,0,0.0,0.0
0,0,0,0,0,121,3,0,0.0,0.0
0,0,0,0,0,394,4,0,0.0,0.0
0,0,0,0,0,61,1,0,0.0,0.0
0,0,0,0,0,4638,1,0,0.0,0.0
0,0,0,0,0,399,1,0,0.0,0.0
0,0,0,0,0,56,2,0,0.0,0.0
0,0,0,0,0,16,2,0,0.0,0.0
0,0,0,0,0,23,1,0,0.0,0.0
0,0,0,0,0,50,3,0,0.0,0.0
1,0,1,0,1,1815,7,0,0.07378498417031162,0.0005488474204171242
0,0,0,0,0,587,1,0,0.0,0.0
0,0,0,0,0,100,1,0,0.0,0.0
0,0,0,0,0,401,1,0,0.0,0.0
0,0,0,0,0,4244,1,0,0.0,0.0
0,0,0,0,0,2336,1,0,0.0,0.0
0,0,0,0,0,205,2,0,0.0,0.0
0,0,0,0,0,6,1,0,0.0,0.0
0,0,0,0,0,79,1,0,0.0,0.0
0,0,0,0,0,172,1,0,0.0,0.0
0,0,0,0,0,16,1,0,0.0,0.0
0,0,0,0,0,221,1,0,0.0,0.0
0,0,0,0,0,17,3,0,0.0,0.0
0,0,0,0,0,33,21,0,0.0,0.0
0,0,0,0,0,35,1,0,0.0,0.0
1,0,0,0,1,221,2,0,0.0760531149314287,0.004464285714285714
1,0,0,0,1,67,1,0,0.07727127751768834,0.012987012987012988
0,0,0,0,0,0,1,0,0.0,0.0
0,0,0,0,0,52,1,0,0.0,0.0
0,0,0,0,0,1028,1,0,0.0,0.0
0,0,0,0,0,136,1,0,0.0,0.0
0,0,0,0,0,129,1,0,0.0,0.0
0,0,0,0,0,0,1,0,0.0,0.0
0,0,0,0,0,972,2,0,0.0,0.0
0,0,0,0,0,694,1,0,0.0,0.0
0,0,0,0,0,26,3,0,0.0,0.0
0,0,0,0,0,504,1,0,0.0,0.0
0,0,0,0,0,59,1,0,0.0,0.0
0,0,0,0,0,29,8,0,0.0,0.0
0,0,0,0,0,779,2,0,0.0,0.0
0,0,0,0,0,13,1,0,0.0,0.0
0,0,0,0,0,173,1,0,0.0,0.0
0,0,0,0,0,290,3,0,0.0,0.0
0,0,0,0,0,155,1,0,0.0,0.0
0,0,0,0,0,71,1,0,0.0,0.0
0,0,0,0,0,122,1,0,0.0,0.0
0,0,0,0,0,151,1,0,0.0,0.0
1,0,0,0,1,3942,6,0,0.143573361738967,0.0002518257365902795
0,0,0,0,0,616,2,0,0.0,0.0
0,0,0,0,0,120,1,0,0.0,0.0
0,0,1,0,1,429,1,0,0.07378498417031162,0.002232142857142857
1,0,3,0,3,381,111,0,0.2630203117509382,0.005940594059405941
0,0,0,0,0,33,1,0,0.0,0.0
0,0,0,0,0,166,1,0,0.0,0.0
1,0,1,0,1,2046,4,0,0.07378498417031162,0.00048661800486618007
0,0,0,0,0,30,1,0,0.0,0.0
0,0,0,0,0,119,2,0,0.0,0.0
0,0,0,0,0,3481,1,0,0.0,0.0
0,0,0,0,0,1223,1,0,0.0,0.0
0,0,0,0,0,33,1,0,0.0,0.0
0,0,0,0,0,173,2,0,0.0,0.0
0,0,0,0,0,180,1,0,0.0,0.0
0,0,0,0,0,195,1,0,0.0,0.0
0,0,0,0,0,115,1,0,0.0,0.0
0,0,0,0,0,582,2,0,0.0,0.0
0,0,0,0,0,366,2,0,0.0,0.0
0,0,0,0,0,347,1,0,0.0,0.0
1,0,1,0,1,14576,2,0,0.07378498417031162,6.848845969454145e-05
0,0,0,0,0,0,1,0,0.0,0.0
0,0,0,0,0,122,1,0,0.0,0.0
0,0,0,0,0,198,1,0,0.0,0.0
0,0,0,0,0,136,2,0,0.0,0.0
0,0,0,0,0,448,2,0,0.0,0.0
0,0,0,0,0,321,1,0,0.0,0.0
0,0,0,0,0,277,2,0,0.0,0.0
1,0,1,0,1,1896,1,0,0.07378498417031162,0.0005263157894736842
0,0,0,0,0,4186,1,0,0.0,0.0
0,0,0,0,0,64,1,0,0.0,0.0
0,0,0,0,0,196,8,0,0.0,0.0
0,0,0,0,0,1238,1,0,0.0,0.0
0,0,0,0,0,110,1,0,0.0,0.0
0,0,0,0,0,331,1,0,0.0,0.0
0,0,0,0,0,458,1,0,0.0,0.0
0,0,0,0,0,0,2,0,0.0,0.0
1,0,1,0,1,232,108,0,0.07774293064134279,0.0028985507246376808
0,0,1,0,1,2569,1,0,0.07378498417031162,0.0003819709702062643
0,0,0,0,0,253,1,0,0.0,0.0
0,0,0,0,0,44,1,0,0.0,0.0
0,0,0,0,0,14,1,0,0.0,0.0
0,0,0,0,0,572,1,0,0.0,0.0
2,0,1,0,2,2200,7,0,0.1939604179115752,0.0008992805755395684
0,0,0,0,0,133,1,0,0.0,0.0
0,0,0,0,0,791,3,0,0.0,0.0
0,0,0,0,0,88,1,0,0.0,0.0
0,0,0,0,0,98,3,0,0.0,0.0
0,0,0,0,0,393,1,0,0.0,0.0
0,0,0,0,0,472,3,0,0.0,0.0
0,0,0,0,0,2,2,0,0.0,0.0
0,0,1,0,1,13,1,0,0.08621444858034723,0.0013422818791946306
0,0,1,0,1,4,1,0,0.07378498417031162,0.038461538461538464
0,0,0,0,0,134,1,0,0.0,0.0
0,0,0,0,0,219,1,0,0.0,0.0
0,0,0,0,0,57,1,0,0.0,0.0
0,0,0,0,0,3290,2,0,0.0,0.0
0,0,0,0,0,79,1,0,0.0,0.0
0,0,0,0,0,376,1,0,0.0,0.0
0,0,0,0,0,10,3,0,0.0,0.0
0,0,0,0,0,125,10,0,0.0,0.0
0,0,0,0,0,500,1,0,0.0,0.0
0,0,0,0,0,18,2,0,0.0,0.0
0,0,0,0,0,596,1,0,0.0,0.0
0,0,0,0,0,122,1,0,0.0,0.0
0,0,0,0,0,1073,1,0,0.0,0.0
0,0,0,0,0,1992,1,0,0.0,0.0
0,0,0,0,0,170,1,0,0.0,0.0
0,0,0,0,0,864,1,0,0.0,0.0
0,0,0,0,0,18,1,0,0.0,0.0
0,0,0,0,0,384,2,0,0.0,0.0
0,0,0,0,0,9,6,0,0.0,0.0
0,0,0,0,0,632,1,0,0.0,0.0
0,0,0,0,0,212,1,0,0.0,0.0
0,0,0,0,0,15,1,0,0.0,0.0
0,0,0,0,0,1059,1,0,0.0,0.0
1,0,1,0,1,4467,2,0,0.09456171229025316,0.00022286605749944282
0,0,0,0,0,85,13,0,0.0,0.0
1,0,1,0,1,1181,1,0,0.09398491402857119,0.0008389261744966443
1,0,1,0,1,679,1,0,0.07378498417031162,0.0014684287812041115
0,0,0,0,0,258,12,0,0.0,0.0
0,0,0,0,0,484,1,0,0.0,0.0
0,0,0,0,0,21,9,0,0.0,0.0
0,0,0,0,0,765,1,0,0.0,0.0
0,0,0,0,0,1950,1,0,0.0,0.0
1,0,1,0,1,1753,1,0,0.07378498417031162,0.0005305039787798408
0,0,0,0,0,6,1,0,0.0,0.0
0,0,1,0,1,306,2,0,0.07970130290475312,0.0030303030303030303
0,0,0,0,0,4798,1,0,0.0,0.0
2,0,1,0,2,106,17,0,0.19947408460146,0.014388489208633094
0,0,0,0,0,128,2,0,0.0,0.0
0,0,0,0,0,1976,1,0,0.0,0.0
7,0,4,0,7,1959,110,0,0.6737964645344799,0.0033914728682170538
0,0,0,0,0,852,1,0,0.0,0.0
0,0,0,0,0,11929,1,0,0.0,0.0
0,0,0,0,0,26,1,0,0.0,0.0
0,0,0,0,0,142,12,0,0.0,0.0
1,0,1,0,1,1753,4,0,0.08433243764995596,0.0005296610169491525
0,0,0,0,0,12,1,0,0.0,0.0
0,0,0,0,0,64,1,0,0.0,0.0
0,0,0,0,0,0,3,0,0.0,0.0
3,0,2,0,3,347,15,0,0.27457620381351194,0.008310249307479225
0,0,0,0,0,77,1,0,0.0,0.0
0,0,0,0,0,85,1,0,0.0,0.0
0,0,0,0,0,662,1,0,0.0,0.0
0,0,0,0,0,138,2,0,0.0,0.0
0,0,0,0,0,70,1,0,0.0,0.0
0,0,0,0,0,550,2,0,0.0,0.0
0,0,0,0,0,0,2,0,0.0,0.0
0,0,0,0,0,465,1,0,0.0,0.0
0,0,0,0,0,34,4,0,0.0,0.0
0,0,0,0,0,1,1,0,0.0,0.0
0,0,1,0,1,452,1,0,0.07378498417031162,0.0014619883040935672
0,0,0,0,0,2,1,0,0.0,0.0
0,0,0,0,0,4857,1,0,0.0,0.0
0,0,1,0,1,230,4,0,0.08433243764995596,0.0034965034965034965
1,0,1,0,1,5700,1,0,0.08561905846219711,0.00017513134851138354
0,0,0,0,0,70,1,0,0.0,0.0
1,0,1,0,1,491,1,0,0.09619662613208287,0.00199203187250996
0,0,0,0,0,1349,1,0,0.0,0.0
0,0,0,0,0,103,1,0,0.0,0.0
0,0,0,0,0,246,1,0,0.0,0.0
0,0,0,0,0,344,1,0,0.0,0.0
0,0,0,0,0,49,1,0,0.0,0.0
0,0,0,0,0,6,8,0,0.0,0.0
0,0,0,0,0,210,1,0,0.0,0.0
0,0,0,0,0,998,1,0,0.0,0.0
0,0,0,0,0,1128,2,0,0.0,0.0
0,0,0,0,0,226,1,0,0.0,0.0
0,0,0,0,0,18,30,0,0.0,0.0
0,0,0,0,0,17,2,0,0.0,0.0
0,0,0,0,0,1860,1,0,0.0,0.0
0,0,0,0,0,315,2,0,0.0,0.0
0,0,0,0,0,18,1,0,0.0,0.0
0,0,0,0,0,2336,3,0,0.0,0.0
0,0,0,0,0,2,2,0,0.0,0.0
0,0,0,0,0,0,5,0,0.0,0.0
0,0,0,0,0,100,2,0,0.0,0.0
1,0,1,0,1,4349,1,0,0.07378498417031162,0.0002257336343115124
0,0,0,0,0,327,1,0,0.0,0.0
0,0,1,0,1,292,1,0,0.0760531149314287,0.0029850746268656717
0,0,0,0,0,100,4,0,0.0,0.0
2,0,3,0,3,33791,3,0,0.23471551106378424,8.872064825220322e-05
0,0,0,0,0,346,1,0,0.0,0.0
0,0,1,0,1,199,1,0,0.08340686705490902,0.004587155963302753
0,0,0,0,0,4126,1,0,0.0,0.0
0,0,0,0,0,79,1,0,0.0,0.0
0,0,0,0,0,530,2,0,0.0,0.0
0,0,0,0,0,572,1,0,0.0,0.0
0,0,0,0,0,3964,20,0,0.0,0.0
0,0,0,0,0,153,41,0,0.0,0.0
0,0,0,0,0,584,2,0,0.0,0.0
0,0,0,0,0,22,1,0,0.0,0.0
0,0,0,0,0,17,1,0,0.0,0.0
0,0,0,0,0,96,1,0,0.0,0.0
0,0,0,0,0,292,3,0,0.0,0.0
0,0,0,0,0,21,1,0,0.0,0.0
0,0,0,0,0,5046,1,0,0.0,0.0
0,0,0,0,0,43,1,0,0.0,0.0
0,0,0,0,0,330,1,0,0.0,0.0
0,0,0,0,0,193,2,0,0.0,0.0
0,0,0,0,0,215,1,0,0.0,0.0
0,0,0,0,0,19,1,0,0.0,0.0
0,0,0,0,0,2,1,0,0.0,0.0
0,0,0,0,0,333,1,0,0.0,0.0
0,0,0,0,0,86,27,0,0.0,0.0
1,0,1,0,1,316,2,0,0.07378498417031162,0.002793296089385475
0,0,0,0,0,18,1,0,0.0,0.0
0,0,0,0,0,228,1,0,0.0,0.0
0,0,0,0,0,285,10,0,0.0,0.0
0,0,0,0,0,114,2,0,0.0,0.0
0,0,0,0,0,11,1,0,0.0,0.0
1,0,0,0,1,231,1,0,0.07718659969289753,0.0033333333333333327
0,0,0,0,0,1992,2,0,0.0,0.0
0,0,0,0,0,116,1,0,0.0,0.0
0,0,0,0,0,287,2,0,0.0,0.0
0,0,0,0,0,18,1,0,0.0,0.0
0,0,0,0,0,10,1,0,0.0,0.0
0,0,0,0,0,15,1,0,0.0,0.0
0,0,0,0,0,99,1,0,0.0,0.0
0,0,0,0,0,880,1,0,0.0,0.0
0,0,0,0,0,361,1,0,0.0,0.0
0,0,0,0,0,233,1,0,0.0,0.0
0,0,0,0,0,122,1,0,0.0,0.0
0,0,0,0,0,1693,1,0,0.0,0.0
0,0,0,0,0,5210,1,0,0.0,0.0
0,0,0,0,0,533,1,0,0.0,0.0
0,0,0,0,0,18,1,0,0.0,0.0
0,0,0,0,0,165,10,0,0.0,0.0
0,0,0,0,0,3399,2,0,0.0,0.0
0,0,0,0,0,234,1,0,0.0,0.0
0,0,0,0,0,561,2,0,0.0,0.0
0,0,0,0,0,170,1,0,0.0,0.0
0,0,0,0,0,206,2,0,0.0,0.0
0,0,0,0,0,15,1,0,0.0,0.0
0,0,0,0,0,1980,2,0,0.0,0.0
0,0,0,0,0,371,1,0,0.0,0.0
0,0,0,0,0,243,1,0,0.0,0.0
0,0,0,0,0,1762,1,0,0.0,0.0
0,0,0,0,0,76,1,0,0.0,0.0
0,0,0,0,0,145,1,0,0.0,0.0
1,0,1,0,1,813,1,0,0.07727127751768834,0.0011961722488038275
0,0,0,0,0,1081,4,0,0.0,0.0
0,0,0,0,0,133,1,0,0.0,0.0
0,0,1,0,1,79,17,0,0.09058994123788999,0.007936507936507936
0,0,0,0,0,49,1,0,0.0,0.0
0,0,0,0,0,79,1,0,0.0,0.0
0,0,0,0,0,1135,1,0,0.0,0.0
0,0,0,0,0,282,1,0,0.0,0.0
0,0,0,0,0,198,2,0,0.0,0.0
0,0,0,0,0,120,3,0,0.0,0.0
0,0,0,0,0,8054,1,0,0.0,0.0
0,0,0,0,0,151,2,0,0.0,0.0
0,0,0,0,0,75,2,0,0.0,0.0
0,0,1,0,1,0,3,0,0.08340686705490902,0.2
0,0,0,0,0,27,2,0,0.0,0.0
0,0,0,0,0,51,1,0,0.0,0.0
0,0,0,0,0,0,2,0,0.0,0.0
0,0,0,0,0,120,1,0,0.0,0.0
0,0,0,0,0,365,1,0,0.0,0.0
0,0,0,0,0,106,1,0,0.0,0.0
0,0,0,0,0,48,1,0,0.0,0.0
0,0,0,0,0,22,6,0,0.0,0.0
0,0,0,0,0,5,1,0,0.0,0.0
0,0,0,0,0,217,2,0,0.0,0.0
0,0,0,0,0,222,1,0,0.0,0.0
0,0,0,0,0,1097,5,0,0.0,0.0
0,0,1,0,1,263,43,0,0.08632389358388792,0.002949852507374631
0,0,0,0,0,633,1,0,0.0,0.0
2,0,2,0,2,1994,6,0,0.17327808315219423,0.000999000999000999
0,0,0,0,0,1392,1,0,0.0,0.0
0,0,0,0,0,1948,1,0,0.0,0.0
0,0,0,0,0,64,2,0,0.0,0.0
0,0,0,0,0,531,3,0,0.0,0.0
0,0,1,0,1,635,28,0,0.07378498417031162,0.0014450867052023119
0,0,0,0,0,229,4,0,0.0,0.0
0,0,0,0,0,248,4,0,0.0,0.0
0,0,0,0,0,1911,1,0,0.0,0.0
0,0,0,0,0,258,2,0,0.0,0.0
0,0,0,0,0,243,3,0,0.0,0.0
0,0,0,0,0,33,1,0,0.0,0.0
1,0,1,0,1,6078,1,0,0.0760531149314287,0.0001642845408247084
0,0,0,0,0,340,1,0,0.0,0.0
0,0,0,0,0,18,19,0,0.0,0.0
0,0,0,0,0,41,2,0,0.0,0.0
0,0,0,0,0,95,1,0,0.0,0.0
0,0,0,0,0,88,1,0,0.0,0.0
1,0,1,0,1,51,2,0,0.0760531149314287,0.014705882352941175
0,0,0,0,0,463,1,0,0.0,0.0
0,0,0,0,0,32,10,0,0.0,0.0
0,0,0,0,0,227,1,0,0.0,0.0
0,0,0,0,0,282,1,0,0.0,0.0
0,0,0,0,0,34,4,0,0.0,0.0
0,0,0,0,0,43,1,0,0.0,0.0
0,0,0,0,0,46,6,0,0.0,0.0
0,0,0,0,0,132,1,0,0.0,0.0
0,0,0,0,0,122,2,0,0.0,0.0
