x1,x2,x3,x4,x5,y,x6,x7,x8,x9
1,0,1,0,1,1,6799,3,0.13274643818875828,0.00014507471347744092
4,0,4,0,4,1,524,7,0.5427161739606472,0.0075187969924812035
14,0,14,0,14,1,77787,16,1.2967227633180964,0.0001798422526526732
92,0,94,0,102,1,20093,303,10.335862402214376,0.005
2,0,3,0,3,1,1642,21,0.36991525981536466,0.0017006802721088435
82,0,83,0,84,1,7394,184,8.163905701492723,0.011089108910891087
3,0,3,0,3,1,118721,4,0.23677258081539454,2.5136154168412233e-05
34,0,34,0,34,1,6520,87,3.132389008408304,0.005170316301703164
10,0,17,0,17,1,422106,69,1.6079218041654488,4.124491717050164e-05
29,0,28,0,29,1,36291,34,2.705912677821029,0.0007989420904733043
1,0,1,0,1,1,16429,2,0.18752160741400595,6.081615277017576e-05
10,0,10,0,10,1,22242,21,0.910389907888401,0.00044931703810208477
7,9,1,1,15,1,5584,31,2.163820859826962,0.0026389866291344124
1,0,1,0,1,1,9156,3,0.09061556793654382,0.00010915838882218098
41,0,42,0,42,1,17401,87,4.2466939593196,0.002404258973037953
11,0,11,0,11,1,35317,13,1.170080339444312,0.00031169419965430286
1,0,1,0,1,1,36661,5,0.18838537485394247,2.723904990193942e-05
0,0,0,0,0,1,107917,3,0.0,0.0
9,0,8,0,9,1,9329,12,0.8309987324144317,0.0009620523784072688
3,0,2,0,3,1,1042,14,0.27035730193635166,0.002749770852428964
2,0,2,0,2,1,9156,18,0.17603608486235345,0.00021798365122615803
0,0,0,0,0,1,887,31,0.0,0.0
80,0,85,0,94,1,39880,246,9.76429149983509,0.002335113650478201
2,0,2,0,2,1,639,99,0.24113653688580133,0.0027137042062415195
5,0,6,0,6,1,61749,16,0.5825044015027,9.700261907071492e-05
23,0,23,0,23,1,20607,38,2.1044540428361636,0.0011118093488664378
0,0,1,0,1,1,9303,33,0.09760367598268811,0.00010683760683760684
0,0,0,0,0,1,609,2,0.0,0.0
0,0,0,0,0,1,14939,7,0.0,0.0
21,0,21,0,22,1,7033,37,2.4568547735406367,0.0031038374717832955
1,0,1,0,1,1,44,2,0.30341307554227914,0.020408163265306117
0,0,0,0,0,1,7539,1,0.0,0.0
3,0,4,0,4,1,105,138,0.4492572132162827,0.015748031496062992
81,19,77,2,98,1,8836,192,11.667759375013697,0.010558069381598794
2,0,4,0,4,1,280325,10,0.41941750708275677,1.4715945462706115e-05
0,0,0,0,0,1,764195,1,0.0,0.0
0,0,0,0,0,1,107917,1,0.0,0.0
526,18365,528,532,18370,1,110088,711,4100.872007922403,0.14525183838064362
1,0,1,0,1,1,5873,35,0.16368627829411217,0.00016877637130801687
4,0,6,0,6,1,280325,18,0.516774683964587,2.20735121533079e-05
0,0,0,0,0,1,160559,1,0.0,0.0
52,0,52,0,53,1,28974,81,5.175607632910498,0.0018213058419243985
1,0,2,0,3,1,139,147,0.33338569201965085,0.010238907849829351
2,0,2,0,2,1,53154,3,0.1638623367776545,3.760883055341394e-05
62,0,59,0,62,1,4118,218,6.351602568273882,0.014469078179696615
50,0,53,0,58,1,85916,74,6.3660504215706615,0.0006626148151533154
41,0,41,0,41,1,110088,54,3.7830956860763663,0.0003723312476729297
0,0,0,0,0,1,6252,2,0.0,0.0
0,0,0,0,0,1,438,3,0.0,0.0
27,0,23,0,27,1,28084,33,2.6293180929976776,0.0009611277231952156
181,0,180,0,181,1,31370,278,19.02646642442379,0.005752423327506754
1,0,1,0,1,1,37112,11,0.10391362890985527,2.691934962851297e-05
8,0,9,0,10,1,414420,21,0.9620978791530046,2.496922542965795e-05
0,0,0,0,0,1,19669,1,0.0,0.0
4,0,4,0,5,1,877,31,0.551816877283524,0.005518763796909493
105,0,107,0,110,1,15678,223,11.631532712040114,0.006909113749136361
7,0,7,0,7,1,10077,43,0.816386884051679,0.0006915629322268327
41,0,41,0,41,1,21104,58,3.7847648980250423,0.0019286856712766962
42,0,49,0,50,1,6261,109,5.176723810511568,0.007756748371082842
19,0,19,0,19,1,61163,21,1.7756925743894916,0.00031060469830475226
9,0,9,0,9,1,137761,10,0.790720954555608,6.520463387598079e-05
73,0,72,0,73,1,6934,263,7.883692389218353,0.010232688533781887
61,0,61,0,61,1,17289,87,5.955141039347988,0.0035180806274871675
7,0,7,0,7,1,4250,33,0.6687666954286954,0.001637043966323667
6,0,3,0,6,1,928,171,0.7279625897132245,0.00545950864422202
3,0,0,0,3,1,1218,22,0.3971835322489709,0.002409638554216868
155,0,156,0,156,1,89464,192,16.757570503885514,0.0017428220310579823
26,0,25,0,27,1,42857,37,2.4489477218253115,0.0006264355815410315
2,1,1,0,3,1,722,920,0.7707138384360354,0.0017172295363480253
10,0,11,0,11,1,35426,12,1.0382533879624252,0.00031037498941903453
0,0,0,0,0,1,8472,2,0.0,0.0
4,0,4,0,4,1,940,8,0.42456251750575896,0.004094165813715456
6,0,6,0,7,1,35588,49,0.8767195778931667,0.0001950838860710105
1,0,1,0,1,1,98554,3,0.0760531149314287,1.01433251848621e-05
0,0,0,0,0,1,84587,1,0.0,0.0
120,0,121,0,121,1,19612,180,12.025847817997771,0.0061471245681772
2,0,2,0,2,1,47364,6,0.17656590978926628,4.206895101070655e-05
3,0,3,0,3,1,10371,13,0.3118006071384477,0.00028675205505639465
36,0,36,0,36,1,77360,40,3.337654978245102,0.0004652425076571162
0,0,0,0,0,1,7009,7,0.0,0.0
0,0,0,0,0,1,511816,1,0.0,0.0
9,0,9,0,9,1,61163,11,0.8106487970686331,0.00014712854130225107
41,0,33,0,41,1,29809,59,3.827835254059522,0.00137054989135885
34,0,41,0,41,1,34095,101,4.1124790364207024,0.0011823057846473267
9,0,8,0,9,1,5086,34,0.8239546093364304,0.0017602190494817136
47,0,47,0,47,1,71927,53,4.565577276549003,0.0006532132532799643
0,0,0,0,0,1,244,2,0.0,0.0
1,0,1,0,1,1,764195,2,0.10226052810633432,1.3112037112309842e-06
0,0,0,0,0,1,84587,2,0.0,0.0
2,0,2,0,2,1,28456,7,0.1872171995690083,7.020746305332257e-05
0,0,0,0,0,1,847,14,0.0,0.0
1,0,1,0,1,1,116782,2,0.07727127751768834,8.561717137989195e-06
8,0,9,0,9,1,60088,13,0.9698056298622376,0.000149524015218222
1,0,1,0,1,1,1587,4,0.1508140174759862,0.0006273525721455458
0,0,0,0,0,1,511816,1,0.0,0.0
7,0,7,0,7,1,35111,14,0.8470026809121076,0.00019924287706714485
9,0,9,0,9,1,26349,13,0.8577775083684691,0.00034066391612097346
0,0,0,0,0,1,29809,1,0.0,0.0
200,0,170,0,205,1,60088,296,23.205004194121614,0.0034009091210723645
0,0,0,0,0,1,22722,1,0.0,0.0
0,0,0,0,0,1,764195,1,0.0,0.0
154,0,156,0,164,1,113327,237,17.371538488993725,0.0014458638595748806
0,0,0,0,0,1,422106,1,0.0,0.0
16,0,11,0,18,1,1218,134,2.1907922172992316,0.013412816691505215
26,0,24,0,26,1,85785,33,2.5694468340608245,0.0003026000325876958
39,0,31,0,41,1,5084,96,4.088600998735545,0.007962711206059429
10,0,16,0,16,1,1227,45,1.8127211980109985,0.011453113815318541
27,51,25,22,64,1,3571,65,12.304546245108206,0.016723281944081524
0,0,0,0,0,1,118413,1,0.0,0.0
0,0,0,0,0,1,6250,1,0.0,0.0
6,0,7,0,7,1,2870,13,0.7888292083530546,0.0024013722126929675
0,0,0,0,0,1,64567,1,0.0,0.0
11,0,11,0,11,1,6176,27,1.0233685910812391,0.0017764857881136954
0,0,0,0,0,1,511816,1,0.0,0.0
0,0,0,0,0,1,511816,1,0.0,0.0
2,0,2,0,2,1,845,6,0.24834268226879636,0.002352941176470588
1,0,2,0,2,1,84587,6,0.18516293062945285,2.356350954911225e-05
46,0,45,0,47,1,12444,81,4.399724359523163,0.003765723900328499
84,0,84,0,85,1,14468,178,8.098496611201286,0.005835106748129332
3,0,2,0,3,1,3736,7,0.25220977395308125,0.0007991475759190198
1,0,1,0,1,1,552,2,0.23307527170850925,0.0015873015873015873
54,0,51,0,54,1,116782,66,5.404714956353414,0.00046228918756955744
5,0,4,0,5,1,432,11,0.7101228899492438,0.011037527593818984
74,0,72,0,75,1,20522,106,7.3911867117758785,0.0036436066848037313
135,0,149,0,151,1,16483,480,15.531292826804158,0.008947617918938137
183,108,96,23,208,1,1957,1838,27.520095101315583,0.0464908359409924
0,0,0,0,0,1,34095,1,0.0,0.0
137,0,125,0,138,1,8472,552,14.632488633749736,0.015496911847276813
0,0,0,0,0,1,764195,1,0.0,0.0
127,0,128,0,129,1,12610,395,13.391078832846754,0.010013972985561248
76,0,76,0,76,1,59897,108,7.451283549471529,0.0012677653966771199
11,0,12,0,12,1,7232,45,1.245031948159455,0.0016429353778751367
2,0,2,0,2,1,3712,4,0.17940326416836197,0.0005305039787798408
8,0,8,0,8,1,8638,17,0.7213487984783817,0.0009163802978235967
0,0,0,0,0,1,6693,3,0.0,0.0
2,0,2,0,2,1,5253,10,0.256632278343743,0.0003714710252600297
1,0,6,0,7,1,222,106,0.9322263887848957,0.019337016574585638
3,0,1,0,3,1,388,25,0.4963503197330287,0.007211538461538463
57,0,53,0,58,1,1630,418,5.6784048674396725,0.028942115768463075
0,0,0,0,0,1,280325,3,0.0,0.0
81,0,70,0,82,1,98625,120,8.602140019436378,0.0008300519288584763
10,0,11,0,11,1,6285,33,1.1697477416944082,0.0017413329111920215
142,0,144,0,144,1,8142,269,14.421358280619126,0.01741443947272947
7,0,7,0,7,1,27615,20,0.7052526185158513,0.0002533386413810575
112,0,112,0,115,1,13247,212,11.113070877725875,0.008605851979345954
3,0,2,0,3,1,1310,26,0.43713681304050217,0.0022304832713754648
64,0,62,0,64,1,101966,103,7.0329710493759015,0.000627383321406515
0,0,0,0,0,1,70884,1,0.0,0.0
4,0,2,0,5,1,1453,229,0.5870214648781514,0.00294811320754717
45,0,45,0,47,1,18229,67,4.3829034788897845,0.002569007925662749
20,0,21,0,21,1,105794,27,2.0026086244250028,0.0001983377408386853
5,0,5,0,5,1,3195,13,0.47611905844971947,0.0015561780267662618
4,0,6,0,6,1,113327,13,0.5425856717255599,5.292825574933178e-05
61,0,61,0,61,1,11045,114,6.417311114125941,0.005484625067433915
2,0,1,0,2,1,550,5,0.19840788328805192,0.00333889816360601
35,0,34,0,35,1,13314,65,3.3236916340704292,0.00261799685840377
9,0,10,0,10,1,511816,23,1.068946968526052,1.9619268475955605e-05
4,8,3,2,9,1,631,23,1.8048295258226634,0.012552301255230124
1,0,1,0,1,1,11929,25,0.09335719680544645,8.356313194618534e-05
219,2147,228,213,2172,1,11045,752,408.3081529748314,0.03750906641798777
9,0,7,0,9,1,107917,25,0.8466755477120985,8.328166785420158e-05
0,0,0,0,0,1,247,1,0.0,0.0
31,0,31,0,31,1,78791,36,2.936477327073306,0.0003933710631170216
0,0,0,0,0,1,3227,1,0.0,0.0
3,0,3,0,3,1,8253,9,0.26314421155796197,0.0003622750875498128
18,0,45,0,45,1,557,385,5.208062740328465,0.0387263339070568
8,0,7,0,8,1,98625,19,0.908489779259463,8.100281484781597e-05
0,0,0,0,0,1,422106,3,0.0,0.0
71,0,77,0,78,1,5885,411,7.809196709481005,0.012312549329123916
19,0,21,0,21,1,9552,40,2.0759029299026626,0.002190694763196328
5,0,4,0,5,1,19070,9,0.4361503828121168,0.0002616157388028464
11,0,10,0,11,1,8655,136,1.0849459134476125,0.001251991805144548
2,0,3,0,3,1,337,30,0.39557213711217093,0.007125890736342044
3,0,2,0,3,1,179,4,0.5723285017313655,0.016304347826086956
4,0,6,0,7,1,29554,16,0.9505026621017147,0.00023325558147284237
5,0,5,0,5,1,7987,9,0.4799576002371635,0.0006253908692933082
0,0,0,0,0,1,600,4,0.0,0.0
17,0,22,0,25,1,39880,58,2.458412990327803,0.000622882200518238
0,0,0,0,0,1,118,3,0.0,0.0
14,0,14,0,14,1,4228,27,1.3485657814196175,0.0032833020637898693
5,3,2,0,8,1,16971,11,2.2878528769337523,0.00046929078430222324
17,0,17,0,17,1,27615,21,1.562261316878655,0.0006154514517413656
340,1886,286,385,1931,1,98625,675,382.1365948790414,0.018651418415740213
0,0,0,0,0,1,98554,1,0.0,0.0
0,0,0,0,0,1,136,3,0.0,0.0
20,0,20,0,20,1,2290,62,1.8426259327970498,0.008329862557267805
6,0,5,0,6,1,8212,90,0.6848320212918829,0.0007230657989877079
0,0,0,0,0,1,45886,1,0.0,0.0
0,0,0,0,0,1,6014,1,0.0,0.0
2,0,2,0,2,1,8943,3,0.2281101077888484,0.00022333891680625346
55,0,61,0,69,1,1461,423,8.193039347939386,0.03674121405750799
10,0,10,0,10,1,14576,14,1.1295465522994894,0.0006847439057792384
87,0,93,0,93,1,33791,148,9.458735901926193,0.002745873807906936
2,0,2,0,2,1,22352,4,0.14983809910174034,8.938946992044337e-05
67,108,57,55,113,1,549,260,15.665976956576735,0.09308072487644152
0,0,0,0,0,1,966,1,0.0,0.0
3,0,3,0,3,1,511816,5,0.24292703783211256,5.885907567707558e-06
18,0,18,0,18,1,59416,22,1.6811281551047028,0.00030277034869051825
0,0,0,0,0,1,764195,3,0.0,0.0
0,0,0,0,0,1,764195,1,0.0,0.0
6,0,16,0,16,1,305,65,1.7657928846999635,0.03773584905660377
0,0,0,0,0,1,70884,1,0.0,0.0
17,0,17,0,17,1,96437,22,1.6033976080008923,0.0001762370284363629
0,0,0,0,0,1,25743,2,0.0,0.0
9,0,9,0,9,1,137761,13,0.9003319197957188,6.520321669202347e-05
77,0,78,0,78,1,62984,98,7.997763456710796,0.0012378201669470278
41,0,41,0,41,1,21104,67,4.16660585996448,0.0019278694691305782
6,0,11,0,11,1,158,92,1.6569518356671367,0.04435483870967742
8,90,9,11,95,1,138,51,28.52542338831944,0.1032608695652174
64,0,67,0,69,1,33229,129,6.721792747580634,0.0020698965051747413
0,0,1,0,1,1,198,33,0.09359967148184395,0.00390625
4,0,4,0,4,1,7561,5,0.412941130506754,0.0004743833017077799
6,0,5,0,6,1,809,10,0.7292503695117852,0.007194244604316547
1,0,1,0,1,1,414420,2,0.0760531149314287,2.4969786558264498e-06
2,0,2,0,2,1,453,25,0.18665747737554753,0.0041841004184100415
112,2134,103,106,2139,1,28084,260,415.8705291809024,0.06522733510200347
28,0,28,0,28,1,6808,63,2.7472013972311995,0.004089382211187382
81,0,80,0,83,1,64567,106,8.218884182197211,0.0012842531990283
44,0,38,0,54,1,5885,204,6.5330793310350455,0.008776206728425159
0,0,0,0,0,1,764195,1,0.0,0.0
7,0,7,0,7,1,17401,11,0.7451621059240828,0.000401652513197154
0,0,1,0,1,1,280325,5,0.0760531149314287,3.679013435757068e-06
0,0,0,0,0,1,3937,2,0.0,0.0
0,0,0,0,0,1,118721,2,0.0,0.0
1,0,0,0,1,1,511816,2,0.07970130290475312,1.961973038566504e-06
9,0,9,0,9,1,110088,12,0.794190676019775,8.173793003233189e-05
64,0,64,0,64,1,113272,84,6.253914464391891,0.0005746971615348006
18,0,18,0,19,1,85122,52,1.9451144442092518,0.00022298637435891417
0,0,0,0,0,1,5262,1,0.0,0.0
0,0,0,0,0,1,11635,1,0.0,0.0
26,0,26,0,26,1,75258,34,2.4740938360183566,0.00034533138531013416
70,0,89,0,89,1,5248,177,9.546246606775842,0.01644797634448346
29,0,29,0,29,1,47945,36,2.6451591095852858,0.0006045823170096107
2,0,3,0,3,1,9317,31,0.26419494643371344,0.00032041012495994867
2,0,1,0,2,1,527,13,0.2425166406160823,0.0036231884057971015
18,0,18,0,20,1,2409,58,2.075449265130657,0.008126777732629013
8,0,8,0,8,1,383713,18,0.7329659383390404,2.1523833610004278e-05
2,0,2,0,3,1,4363,10,0.2966182456761685,0.0006749156355455567
2,0,2,0,2,1,414420,4,0.18477299429713032,4.9939573116529e-06
42,0,41,0,43,1,101966,69,4.318227260305117,0.0004215768936645817
3,0,3,0,3,1,12914,5,0.3057360264925655,0.00023216220399318988
26,0,27,0,30,1,3805,37,3.5812032497456907,0.007832898172323759
34,0,33,0,36,1,73650,55,3.4309878974837598,0.00048826800488268007
9,0,10,0,10,1,3250,70,0.9361375728823687,0.0030138637733574444
2,0,2,0,2,1,2601,5,0.24221659979182364,0.0007665772326561903
1,0,2,0,2,1,144,3,0.2823375419058953,0.00904977375565611
33,0,31,0,33,1,38624,44,2.9975484641281835,0.0008528013231341741
0,0,0,0,0,1,16616,1,0.0,0.0
41,0,41,0,41,1,77360,46,4.009787556452016,0.0005298526751098475
10,0,10,0,10,1,6471,30,0.9704657303973401,0.0015375153751537515
48,0,48,0,48,1,62807,54,4.439712614103556,0.0007638933095677638
199,66,108,13,242,1,4959,873,32.232719058278875,0.03994058425482753
37,0,37,0,38,1,61665,43,3.5671209312598373,0.0006159531875577456
0,0,0,0,0,1,1004,7,0.0,0.0
4,0,5,0,5,1,361,6,0.8189535559905664,0.013333333333333334
45,0,45,0,45,1,38714,64,4.256657984931283,0.0011616800474998064
1,0,1,0,1,1,798,6,0.14715175039703174,0.0011299435028248588
72,0,72,0,73,1,29765,92,7.102428280197242,0.0024507335414778253
0,0,0,0,0,1,2435,1,0.0,0.0
47,0,38,0,51,1,2556,879,6.118400320175021,0.014934114202049781
13,0,14,0,14,1,10704,40,1.609124070317286,0.001300148588410104
8,113,6,72,129,1,764195,17,22.54018698014402,0.0001690803210166839
0,0,0,0,0,1,4343,1,0.0,0.0
8,0,8,0,9,1,7579,27,0.9013132653934823,0.0011811023622047244
41,0,41,0,41,1,22636,64,3.870438627526799,0.0018085575650639613
12,0,12,0,12,1,60519,21,1.1450202791205426,0.00019825535289452813
52,389,30,35,390,1,16316,337,70.2749941977885,0.018464160590853138
27,0,30,0,30,1,15099,81,2.9800039727993006,0.0019740738303612557
3,0,4,0,4,1,14450,10,0.41654862922550595,0.0002761858730925913
0,0,0,0,0,1,939,1,0.0,0.0
0,0,0,0,0,1,20739,3,0.0,0.0
0,0,0,0,0,1,46539,1,0.0,0.0
30,0,30,0,30,1,3525,58,2.7245806313032466,0.008443568815085845
114,0,112,0,120,1,8186,157,12.617927834042113,0.014570179698882952
35,51,27,27,53,1,399,172,7.1646730421681335,0.05908584169453735
27,0,27,0,27,1,27570,56,2.55291220924085,0.0009777649018613747
1,0,1,0,1,1,53154,4,0.07378498417031162,1.8803708091235592e-05
10,0,10,0,10,1,14177,26,0.9217216990318846,0.0007032843378577959
12,0,12,0,12,1,61749,15,1.2313053685503672,0.0001940271961453264
4,0,4,0,4,1,373,10,0.46019524707751885,0.010416666666666666
18,0,20,0,21,1,113327,29,1.9254286501868103,0.0001852472609869268
1,0,0,0,1,1,7539,2,0.12094503235887188,0.00013182177695755343
1,0,1,0,1,1,19546,4,0.09725709016022827,5.096580194689363e-05
39,0,44,0,44,1,113327,54,4.468224033774451,0.00038813027063265234
53,0,63,0,63,1,13314,78,6.8997318462312345,0.004717687584244421
7,0,6,0,7,1,1632,93,0.6220352737381878,0.004060324825986079
139,0,141,0,144,1,14177,361,14.310978049605932,0.009986130374479887
22,0,21,0,22,1,14925,39,2.112777955660321,0.00147186726433398
0,0,0,0,0,1,5258,2,0.0,0.0
3,0,5,0,6,1,23437,15,0.5284650150791157,0.0002548311743469952
0,0,1,0,1,1,314,60,0.12671533504712856,0.002652519893899204
44,0,45,0,45,1,89464,58,4.538553962705588,0.0005028663381273258
0,0,0,0,0,1,65616,1,0.0,0.0
0,0,0,0,0,1,511816,1,0.0,0.0
86,0,79,0,96,1,5934,533,9.611727188883346,0.015011727912431588
3,0,3,0,3,1,113327,4,0.24780779679745668,2.6465528648934766e-05
59,0,60,0,60,1,58046,88,6.126572387444438,0.0010328977947632082
94,0,89,0,98,1,3665,340,11.63019806620242,0.024904701397712836
0,0,0,0,0,1,6681,2,0.0,0.0
0,0,0,0,0,1,511816,1,0.0,0.0
23,0,23,0,23,1,11045,96,2.352299745247856,0.002064261353437444
23,0,20,0,23,1,1726,89,2.157474441043078,0.012756516916250694
52,0,52,0,54,1,107917,127,5.252984372561576,0.0004994312033517383
1,0,1,0,1,1,764195,3,0.08779491435957064,1.311201991978066e-06
16,0,16,0,16,1,77360,21,1.6334785190265808,0.00020677177565262345
13,0,11,0,13,1,101966,26,1.301097711494868,0.00012746972594008922
0,0,0,0,0,1,5131,2,0.0,0.0
0,0,1,0,1,1,511816,4,0.11868708719888246,1.961965339920305e-06
23,0,20,0,23,1,53371,30,2.246778088983128,0.0004308245607462631
5,12,7,9,14,1,586,218,1.5639145505643326,0.008974358974358974
2,0,2,0,2,1,118413,4,0.15332439244911705,1.6845651716150764e-05
87,0,86,0,88,1,119314,101,8.587842585483594,0.0007373889726830903
86,0,87,0,87,1,10496,150,8.538839308765901,0.008238636363636363
9,0,11,0,11,1,394,111,1.0025522999763672,0.021484375
17,0,16,0,17,1,40016,47,1.6354662598180472,0.00042353879117046193
53,0,42,0,56,1,860,131,8.626820663177025,0.059447983014862
9,0,9,0,9,1,61749,13,0.8036322266304042,0.00014551804423748544
58,0,65,0,66,1,113327,83,6.630036153066693,0.0005821594587681154
1,0,1,0,1,1,3640,2,0.07378498417031162,0.00027404768429706766
15,0,20,0,21,1,1161,33,2.799850446212207,0.0175
34,64,35,32,69,1,2788,132,10.12431659982388,0.017665130568356373
0,0,1,0,1,1,280325,2,0.0760531149314287,3.679054041624817e-06
